Bin,Count
UDN_BG_A_C_Mayo011_pool_M_001 & 44,53
UDN_BG_A_C_Mayo011_pool_M_001 & 45,55
UDN_BG_A_C_Mayo011_pool_M_001 & 46,57
UDN_BG_A_C_Mayo011_pool_M_001 & 47,52
UDN_BG_A_C_Mayo011_pool_M_001 & 48,52
UDN_BG_A_C_Mayo011_pool_M_001 & 49,53
UDN_BG_A_C_Mayo011_pool_M_001 & 5,2
UDN_BG_A_C_Mayo011_pool_M_001 & 50,52
UDN_BG_A_C_Mayo011_pool_M_001 & 51,57
UDN_BG_A_C_Mayo011_pool_M_001 & 52,61
UDN_BG_A_C_Mayo011_pool_M_001 & 53,70
UDN_BG_A_C_Mayo011_pool_M_001 & 54,71
UDN_BG_A_C_Mayo011_pool_M_001 & 55,75
UDN_BG_A_C_Mayo011_pool_M_001 & 56,67
UDN_BG_A_C_Mayo011_pool_M_001 & 57,67
UDN_BG_A_C_Mayo011_pool_M_001 & 58,70
UDN_BG_A_C_Mayo011_pool_M_001 & 59,64
UDN_BG_A_C_Mayo011_pool_M_001 & 6,6
UDN_BG_A_C_Mayo011_pool_M_001 & 60,64
UDN_BG_A_C_Mayo011_pool_M_001 & 61,61
UDN_BG_A_C_Mayo011_pool_M_001 & 62,61
UDN_BG_A_C_Mayo011_pool_M_001 & 63,64
UDN_BG_A_C_Mayo011_pool_M_001 & 64,60
UDN_BG_A_C_Mayo011_pool_M_001 & 65,59
UDN_BG_A_C_Mayo011_pool_M_001 & 66,57
UDN_BG_A_C_Mayo011_pool_M_001 & 67,61
UDN_BG_A_C_Mayo011_pool_M_001 & 68,61
UDN_BG_A_C_Mayo011_pool_M_001 & 69,68
UDN_BG_A_C_Mayo011_pool_M_001 & 7,8
UDN_BG_A_C_Mayo011_pool_M_001 & 70,68
UDN_BG_A_C_Mayo011_pool_M_001 & 71,68
UDN_BG_A_C_Mayo011_pool_M_001 & 72,73
UDN_BG_A_C_Mayo011_pool_M_001 & 73,72
UDN_BG_A_C_Mayo011_pool_M_001 & 74,67
UDN_BG_A_C_Mayo011_pool_M_001 & 75,68
UDN_BG_A_C_Mayo011_pool_M_001 & 76,73
UDN_BG_A_C_Mayo011_pool_M_001 & 77,82
UDN_BG_A_C_Mayo011_pool_M_001 & 78,84
UDN_BG_A_C_Mayo011_pool_M_001 & 79,84
UDN_BG_A_C_Mayo011_pool_M_001 & 8,10
UDN_BG_A_C_Mayo011_pool_M_001 & 80,83
UDN_BG_A_C_Mayo011_pool_M_001 & 81,88
UDN_BG_A_C_Mayo011_pool_M_001 & 82,90
UDN_BG_A_C_Mayo011_pool_M_001 & 83,90
UDN_BG_A_C_Mayo011_pool_M_001 & 84,90
UDN_BG_A_C_Mayo011_pool_M_001 & 85,93
UDN_BG_A_C_Mayo011_pool_M_001 & 86,92
UDN_BG_A_C_Mayo011_pool_M_001 & 87,89
UDN_BG_A_C_Mayo011_pool_M_001 & 88,92
UDN_BG_A_C_Mayo011_pool_M_001 & 89,101
UDN_BG_A_C_Mayo011_pool_M_001 & 9,10
UDN_BG_A_C_Mayo011_pool_M_001 & 90,99
UDN_BG_A_C_Mayo011_pool_M_001 & 91,102
UDN_BG_A_C_Mayo011_pool_M_001 & 92,102
UDN_BG_A_C_Mayo011_pool_M_001 & 93,103
UDN_BG_A_C_Mayo011_pool_M_001 & 94,101
UDN_BG_A_C_Mayo011_pool_M_001 & 95,99
UDN_BG_A_C_Mayo011_pool_M_001 & 96,97
UDN_BG_A_C_Mayo011_pool_M_001 & 97,94
UDN_BG_A_C_Mayo011_pool_M_001 & 98,98
UDN_BG_A_C_Mayo011_pool_M_001 & 99,96
UDN_BG_A_C_Mayo014_pool_M_029 & 0,1
UDN_BG_A_C_Mayo014_pool_M_029 & 1,1
UDN_BG_A_C_Mayo014_pool_M_029 & 10,10
UDN_BG_A_C_Mayo014_pool_M_029 & 100,75
UDN_BG_A_C_Mayo014_pool_M_029 & 101,74
UDN_BG_A_C_Mayo014_pool_M_029 & 102,72
UDN_BG_A_C_Mayo014_pool_M_029 & 103,62
UDN_BG_A_C_Mayo014_pool_M_029 & 104,56
UDN_BG_A_C_Mayo014_pool_M_029 & 105,52
UDN_BG_A_C_Mayo014_pool_M_029 & 106,53
UDN_BG_A_C_Mayo014_pool_M_029 & 107,49
UDN_BG_A_C_Mayo014_pool_M_029 & 108,47
UDN_BG_A_C_Mayo014_pool_M_029 & 109,49
UDN_BG_A_C_Mayo014_pool_M_029 & 11,10
UDN_BG_A_C_Mayo014_pool_M_029 & 110,48
UDN_BG_A_C_Mayo014_pool_M_029 & 111,47
UDN_BG_A_C_Mayo014_pool_M_029 & 112,51
UDN_BG_A_C_Mayo014_pool_M_029 & 113,54
UDN_BG_A_C_Mayo014_pool_M_029 & 114,56
UDN_BG_A_C_Mayo014_pool_M_029 & 115,53
UDN_BG_A_C_Mayo014_pool_M_029 & 116,53
UDN_BG_A_C_Mayo014_pool_M_029 & 117,61
UDN_BG_A_C_Mayo014_pool_M_029 & 118,56
UDN_BG_A_C_Mayo014_pool_M_029 & 119,49
UDN_BG_A_C_Mayo014_pool_M_029 & 12,10
UDN_BG_A_C_Mayo014_pool_M_029 & 120,48
UDN_BG_A_C_Mayo014_pool_M_029 & 121,47
UDN_BG_A_C_Mayo014_pool_M_029 & 122,35
UDN_BG_A_C_Mayo014_pool_M_029 & 123,35
UDN_BG_A_C_Mayo014_pool_M_029 & 124,33
UDN_BG_A_C_Mayo014_pool_M_029 & 125,32
UDN_BG_A_C_Mayo014_pool_M_029 & 126,28
UDN_BG_A_C_Mayo014_pool_M_029 & 127,28
UDN_BG_A_C_Mayo014_pool_M_029 & 128,33
UDN_BG_A_C_Mayo014_pool_M_029 & 129,25
UDN_BG_A_C_Mayo014_pool_M_029 & 13,12
UDN_BG_A_C_Mayo014_pool_M_029 & 14,12
UDN_BG_A_C_Mayo014_pool_M_029 & 15,23
UDN_BG_A_C_Mayo014_pool_M_029 & 16,26
UDN_BG_A_C_Mayo014_pool_M_029 & 17,28
UDN_BG_A_C_Mayo014_pool_M_029 & 18,31
UDN_BG_A_C_Mayo014_pool_M_029 & 19,36
UDN_BG_A_C_Mayo014_pool_M_029 & 2,1
UDN_BG_A_C_Mayo014_pool_M_029 & 20,35
UDN_BG_A_C_Mayo014_pool_M_029 & 21,34
UDN_BG_A_C_Mayo014_pool_M_029 & 22,33
UDN_BG_A_C_Mayo014_pool_M_029 & 23,34
UDN_BG_A_C_Mayo014_pool_M_029 & 24,34
UDN_BG_A_C_Mayo014_pool_M_029 & 25,37
UDN_BG_A_C_Mayo014_pool_M_029 & 26,35
UDN_BG_A_C_Mayo014_pool_M_029 & 27,34
UDN_BG_A_C_Mayo014_pool_M_029 & 28,36
UDN_BG_A_C_Mayo014_pool_M_029 & 29,37
UDN_BG_A_C_Mayo014_pool_M_029 & 3,1
UDN_BG_A_C_Mayo014_pool_M_029 & 30,39
UDN_BG_A_C_Mayo014_pool_M_029 & 31,39
UDN_BG_A_C_Mayo014_pool_M_029 & 32,41
UDN_BG_A_C_Mayo014_pool_M_029 & 33,41
UDN_BG_A_C_Mayo014_pool_M_029 & 34,42
UDN_BG_A_C_Mayo014_pool_M_029 & 35,42
UDN_BG_A_C_Mayo014_pool_M_029 & 36,41
UDN_BG_A_C_Mayo014_pool_M_029 & 37,41
UDN_BG_A_C_Mayo014_pool_M_029 & 38,40
UDN_BG_A_C_Mayo014_pool_M_029 & 39,37
UDN_BG_A_C_Mayo014_pool_M_029 & 4,1
UDN_BG_A_C_Mayo014_pool_M_029 & 40,48
UDN_BG_A_C_Mayo014_pool_M_029 & 41,55
UDN_BG_A_C_Mayo014_pool_M_029 & 42,53
UDN_BG_A_C_Mayo014_pool_M_029 & 43,57
UDN_BG_A_C_Mayo014_pool_M_029 & 44,52
UDN_BG_A_C_Mayo014_pool_M_029 & 45,58
UDN_BG_A_C_Mayo014_pool_M_029 & 46,68
UDN_BG_A_C_Mayo014_pool_M_029 & 47,75
UDN_BG_A_C_Mayo014_pool_M_029 & 48,67
UDN_BG_A_C_Mayo014_pool_M_029 & 49,67
UDN_BG_A_C_Mayo014_pool_M_029 & 5,2
UDN_BG_A_C_Mayo014_pool_M_029 & 50,64
UDN_BG_A_C_Mayo014_pool_M_029 & 51,61
UDN_BG_A_C_Mayo014_pool_M_029 & 52,61
UDN_BG_A_C_Mayo014_pool_M_029 & 53,65
UDN_BG_A_C_Mayo014_pool_M_029 & 54,60
UDN_BG_A_C_Mayo014_pool_M_029 & 55,61
UDN_BG_A_C_Mayo014_pool_M_029 & 56,68
UDN_BG_A_C_Mayo014_pool_M_029 & 57,68
UDN_BG_A_C_Mayo014_pool_M_029 & 58,68
UDN_BG_A_C_Mayo014_pool_M_029 & 59,72
UDN_BG_A_C_Mayo014_pool_M_029 & 6,6
UDN_BG_A_C_Mayo014_pool_M_029 & 60,68
UDN_BG_A_C_Mayo014_pool_M_029 & 61,73
UDN_BG_A_C_Mayo014_pool_M_029 & 62,69
UDN_BG_A_C_Mayo014_pool_M_029 & 63,68
UDN_BG_A_C_Mayo014_pool_M_029 & 64,84
UDN_BG_A_C_Mayo014_pool_M_029 & 65,83
UDN_BG_A_C_Mayo014_pool_M_029 & 66,88
UDN_BG_A_C_Mayo014_pool_M_029 & 67,87
UDN_BG_A_C_Mayo014_pool_M_029 & 68,92
UDN_BG_A_C_Mayo014_pool_M_029 & 69,92
UDN_BG_A_C_Mayo014_pool_M_029 & 7,6
UDN_BG_A_C_Mayo014_pool_M_029 & 70,93
UDN_BG_A_C_Mayo014_pool_M_029 & 71,92
UDN_BG_A_C_Mayo014_pool_M_029 & 72,90
UDN_BG_A_C_Mayo014_pool_M_029 & 73,97
UDN_BG_A_C_Mayo014_pool_M_029 & 74,99
UDN_BG_A_C_Mayo014_pool_M_029 & 75,102
UDN_BG_A_C_Mayo014_pool_M_029 & 76,103
UDN_BG_A_C_Mayo014_pool_M_029 & 77,101
UDN_BG_A_C_Mayo014_pool_M_029 & 78,102
UDN_BG_A_C_Mayo014_pool_M_029 & 79,101
UDN_BG_A_C_Mayo014_pool_M_029 & 8,8
UDN_BG_A_C_Mayo014_pool_M_029 & 80,102
UDN_BG_A_C_Mayo014_pool_M_029 & 81,101
UDN_BG_A_C_Mayo014_pool_M_029 & 82,98
UDN_BG_A_C_Mayo014_pool_M_029 & 83,98
UDN_BG_A_C_Mayo014_pool_M_029 & 84,97
UDN_BG_A_C_Mayo014_pool_M_029 & 85,97
UDN_BG_A_C_Mayo014_pool_M_029 & 86,98
UDN_BG_A_C_Mayo014_pool_M_029 & 87,96
UDN_BG_A_C_Mayo014_pool_M_029 & 88,96
UDN_BG_A_C_Mayo014_pool_M_029 & 89,95
UDN_BG_A_C_Mayo014_pool_M_029 & 9,10
UDN_BG_A_C_Mayo014_pool_M_029 & 90,94
UDN_BG_A_C_Mayo014_pool_M_029 & 91,94
UDN_BG_A_C_Mayo014_pool_M_029 & 92,87
UDN_BG_A_C_Mayo014_pool_M_029 & 93,86
UDN_BG_A_C_Mayo014_pool_M_029 & 94,87
UDN_BG_A_C_Mayo014_pool_M_029 & 95,89
UDN_BG_A_C_Mayo014_pool_M_029 & 96,90
UDN_BG_A_C_Mayo014_pool_M_029 & 97,88
UDN_BG_A_C_Mayo014_pool_M_029 & 98,80
UDN_BG_A_C_Mayo014_pool_M_029 & 99,80
UDN_BG_A_C_Mayo015_pool_M_004 & 0,1
UDN_BG_A_C_Mayo015_pool_M_004 & 1,1
UDN_BG_A_C_Mayo015_pool_M_004 & 10,13
UDN_BG_A_C_Mayo015_pool_M_004 & 100,55
UDN_BG_A_C_Mayo015_pool_M_004 & 101,52
UDN_BG_A_C_Mayo015_pool_M_004 & 102,49
UDN_BG_A_C_Mayo015_pool_M_004 & 103,47
UDN_BG_A_C_Mayo015_pool_M_004 & 104,49
UDN_BG_A_C_Mayo015_pool_M_004 & 105,48
UDN_BG_A_C_Mayo015_pool_M_004 & 106,48
UDN_BG_A_C_Mayo015_pool_M_004 & 107,51
UDN_BG_A_C_Mayo015_pool_M_004 & 108,54
UDN_BG_A_C_Mayo015_pool_M_004 & 109,56
UDN_BG_A_C_Mayo015_pool_M_004 & 11,23
UDN_BG_A_C_Mayo015_pool_M_004 & 110,53
UDN_BG_A_C_Mayo015_pool_M_004 & 111,53
UDN_BG_A_C_Mayo015_pool_M_004 & 112,61
UDN_BG_A_C_Mayo015_pool_M_004 & 113,56
UDN_BG_A_C_Mayo015_pool_M_004 & 114,48
UDN_BG_A_C_Mayo015_pool_M_004 & 115,49
UDN_BG_A_C_Mayo015_pool_M_004 & 116,47
UDN_BG_A_C_Mayo015_pool_M_004 & 117,35
UDN_BG_A_C_Mayo015_pool_M_004 & 118,33
UDN_BG_A_C_Mayo015_pool_M_004 & 119,33
UDN_BG_A_C_Mayo015_pool_M_004 & 12,29
UDN_BG_A_C_Mayo015_pool_M_004 & 120,28
UDN_BG_A_C_Mayo015_pool_M_004 & 121,28
UDN_BG_A_C_Mayo015_pool_M_004 & 122,32
UDN_BG_A_C_Mayo015_pool_M_004 & 13,31
UDN_BG_A_C_Mayo015_pool_M_004 & 14,37
UDN_BG_A_C_Mayo015_pool_M_004 & 15,35
UDN_BG_A_C_Mayo015_pool_M_004 & 16,34
UDN_BG_A_C_Mayo015_pool_M_004 & 17,34
UDN_BG_A_C_Mayo015_pool_M_004 & 18,34
UDN_BG_A_C_Mayo015_pool_M_004 & 19,37
UDN_BG_A_C_Mayo015_pool_M_004 & 2,1
UDN_BG_A_C_Mayo015_pool_M_004 & 20,35
UDN_BG_A_C_Mayo015_pool_M_004 & 21,36
UDN_BG_A_C_Mayo015_pool_M_004 & 22,41
UDN_BG_A_C_Mayo015_pool_M_004 & 23,39
UDN_BG_A_C_Mayo015_pool_M_004 & 24,38
UDN_BG_A_C_Mayo015_pool_M_004 & 25,37
UDN_BG_A_C_Mayo015_pool_M_004 & 26,38
UDN_BG_A_C_Mayo015_pool_M_004 & 27,39
UDN_BG_A_C_Mayo015_pool_M_004 & 28,39
UDN_BG_A_C_Mayo015_pool_M_004 & 29,40
UDN_BG_A_C_Mayo015_pool_M_004 & 3,1
UDN_BG_A_C_Mayo015_pool_M_004 & 30,40
UDN_BG_A_C_Mayo015_pool_M_004 & 31,42
UDN_BG_A_C_Mayo015_pool_M_004 & 32,42
UDN_BG_A_C_Mayo015_pool_M_004 & 33,41
UDN_BG_A_C_Mayo015_pool_M_004 & 34,41
UDN_BG_A_C_Mayo015_pool_M_004 & 35,40
UDN_BG_A_C_Mayo015_pool_M_004 & 36,37
UDN_BG_A_C_Mayo015_pool_M_004 & 37,40
UDN_BG_A_C_Mayo015_pool_M_004 & 38,48
UDN_BG_A_C_Mayo015_pool_M_004 & 39,50
UDN_BG_A_C_Mayo015_pool_M_004 & 4,1
UDN_BG_A_C_Mayo015_pool_M_004 & 40,55
UDN_BG_A_C_Mayo015_pool_M_004 & 41,52
UDN_BG_A_C_Mayo015_pool_M_004 & 42,52
UDN_BG_A_C_Mayo015_pool_M_004 & 43,53
UDN_BG_A_C_Mayo015_pool_M_004 & 44,58
UDN_BG_A_C_Mayo015_pool_M_004 & 45,67
UDN_BG_A_C_Mayo015_pool_M_004 & 46,75
UDN_BG_A_C_Mayo015_pool_M_004 & 47,67
UDN_BG_A_C_Mayo015_pool_M_004 & 48,67
UDN_BG_A_C_Mayo015_pool_M_004 & 49,70
UDN_BG_A_C_Mayo015_pool_M_004 & 5,6
UDN_BG_A_C_Mayo015_pool_M_004 & 50,64
UDN_BG_A_C_Mayo015_pool_M_004 & 51,61
UDN_BG_A_C_Mayo015_pool_M_004 & 52,61
UDN_BG_A_C_Mayo015_pool_M_004 & 53,65
UDN_BG_A_C_Mayo015_pool_M_004 & 54,60
UDN_BG_A_C_Mayo015_pool_M_004 & 55,61
UDN_BG_A_C_Mayo015_pool_M_004 & 56,61
UDN_BG_A_C_Mayo015_pool_M_004 & 57,68
UDN_BG_A_C_Mayo015_pool_M_004 & 58,68
UDN_BG_A_C_Mayo015_pool_M_004 & 59,74
UDN_BG_A_C_Mayo015_pool_M_004 & 6,8
UDN_BG_A_C_Mayo015_pool_M_004 & 60,68
UDN_BG_A_C_Mayo015_pool_M_004 & 61,73
UDN_BG_A_C_Mayo015_pool_M_004 & 62,68
UDN_BG_A_C_Mayo015_pool_M_004 & 63,84
UDN_BG_A_C_Mayo015_pool_M_004 & 64,83
UDN_BG_A_C_Mayo015_pool_M_004 & 65,88
UDN_BG_A_C_Mayo015_pool_M_004 & 66,87
UDN_BG_A_C_Mayo015_pool_M_004 & 67,92
UDN_BG_A_C_Mayo015_pool_M_004 & 68,93
UDN_BG_A_C_Mayo015_pool_M_004 & 69,93
UDN_BG_A_C_Mayo015_pool_M_004 & 7,10
UDN_BG_A_C_Mayo015_pool_M_004 & 70,92
UDN_BG_A_C_Mayo015_pool_M_004 & 71,90
UDN_BG_A_C_Mayo015_pool_M_004 & 72,98
UDN_BG_A_C_Mayo015_pool_M_004 & 73,101
UDN_BG_A_C_Mayo015_pool_M_004 & 74,102
UDN_BG_A_C_Mayo015_pool_M_004 & 75,103
UDN_BG_A_C_Mayo015_pool_M_004 & 76,101
UDN_BG_A_C_Mayo015_pool_M_004 & 77,102
UDN_BG_A_C_Mayo015_pool_M_004 & 78,101
UDN_BG_A_C_Mayo015_pool_M_004 & 79,103
UDN_BG_A_C_Mayo015_pool_M_004 & 8,13
UDN_BG_A_C_Mayo015_pool_M_004 & 80,101
UDN_BG_A_C_Mayo015_pool_M_004 & 81,101
UDN_BG_A_C_Mayo015_pool_M_004 & 82,101
UDN_BG_A_C_Mayo015_pool_M_004 & 83,97
UDN_BG_A_C_Mayo015_pool_M_004 & 84,97
UDN_BG_A_C_Mayo015_pool_M_004 & 85,98
UDN_BG_A_C_Mayo015_pool_M_004 & 86,96
UDN_BG_A_C_Mayo015_pool_M_004 & 87,94
UDN_BG_A_C_Mayo015_pool_M_004 & 88,91
UDN_BG_A_C_Mayo015_pool_M_004 & 89,87
UDN_BG_A_C_Mayo015_pool_M_004 & 9,12
UDN_BG_A_C_Mayo015_pool_M_004 & 90,86
UDN_BG_A_C_Mayo015_pool_M_004 & 91,89
UDN_BG_A_C_Mayo015_pool_M_004 & 92,85
UDN_BG_A_C_Mayo015_pool_M_004 & 93,79
UDN_BG_A_C_Mayo015_pool_M_004 & 94,80
UDN_BG_A_C_Mayo015_pool_M_004 & 95,76
UDN_BG_A_C_Mayo015_pool_M_004 & 96,73
UDN_BG_A_C_Mayo015_pool_M_004 & 97,74
UDN_BG_A_C_Mayo015_pool_M_004 & 98,72
UDN_BG_A_C_Mayo015_pool_M_004 & 99,62
UDN_BG_A_C_Mayo025_pool_M_006 & 0,1
UDN_BG_A_C_Mayo025_pool_M_006 & 1,1
UDN_BG_A_C_Mayo025_pool_M_006 & 10,8
UDN_BG_A_C_Mayo025_pool_M_006 & 100,86
UDN_BG_A_C_Mayo025_pool_M_006 & 101,86
UDN_BG_A_C_Mayo025_pool_M_006 & 102,81
UDN_BG_A_C_Mayo025_pool_M_006 & 103,80
UDN_BG_A_C_Mayo025_pool_M_006 & 104,75
UDN_BG_A_C_Mayo025_pool_M_006 & 105,76
UDN_BG_A_C_Mayo025_pool_M_006 & 106,74
UDN_BG_A_C_Mayo025_pool_M_006 & 107,74
UDN_BG_A_C_Mayo025_pool_M_006 & 108,63
UDN_BG_A_C_Mayo025_pool_M_006 & 109,56
UDN_BG_A_C_Mayo025_pool_M_006 & 11,10
UDN_BG_A_C_Mayo025_pool_M_006 & 110,53
UDN_BG_A_C_Mayo025_pool_M_006 & 111,48
UDN_BG_A_C_Mayo025_pool_M_006 & 112,47
UDN_BG_A_C_Mayo025_pool_M_006 & 113,49
UDN_BG_A_C_Mayo025_pool_M_006 & 114,48
UDN_BG_A_C_Mayo025_pool_M_006 & 115,50
UDN_BG_A_C_Mayo025_pool_M_006 & 116,54
UDN_BG_A_C_Mayo025_pool_M_006 & 117,54
UDN_BG_A_C_Mayo025_pool_M_006 & 118,56
UDN_BG_A_C_Mayo025_pool_M_006 & 119,53
UDN_BG_A_C_Mayo025_pool_M_006 & 12,10
UDN_BG_A_C_Mayo025_pool_M_006 & 120,53
UDN_BG_A_C_Mayo025_pool_M_006 & 121,61
UDN_BG_A_C_Mayo025_pool_M_006 & 122,56
UDN_BG_A_C_Mayo025_pool_M_006 & 123,50
UDN_BG_A_C_Mayo025_pool_M_006 & 124,49
UDN_BG_A_C_Mayo025_pool_M_006 & 125,33
UDN_BG_A_C_Mayo025_pool_M_006 & 126,33
UDN_BG_A_C_Mayo025_pool_M_006 & 127,28
UDN_BG_A_C_Mayo025_pool_M_006 & 13,10
UDN_BG_A_C_Mayo025_pool_M_006 & 14,12
UDN_BG_A_C_Mayo025_pool_M_006 & 15,12
UDN_BG_A_C_Mayo025_pool_M_006 & 16,12
UDN_BG_A_C_Mayo025_pool_M_006 & 17,12
UDN_BG_A_C_Mayo025_pool_M_006 & 18,23
UDN_BG_A_C_Mayo025_pool_M_006 & 19,26
UDN_BG_A_C_Mayo025_pool_M_006 & 2,1
UDN_BG_A_C_Mayo025_pool_M_006 & 20,28
UDN_BG_A_C_Mayo025_pool_M_006 & 21,31
UDN_BG_A_C_Mayo025_pool_M_006 & 22,36
UDN_BG_A_C_Mayo025_pool_M_006 & 23,34
UDN_BG_A_C_Mayo025_pool_M_006 & 24,34
UDN_BG_A_C_Mayo025_pool_M_006 & 25,34
UDN_BG_A_C_Mayo025_pool_M_006 & 26,33
UDN_BG_A_C_Mayo025_pool_M_006 & 27,34
UDN_BG_A_C_Mayo025_pool_M_006 & 28,33
UDN_BG_A_C_Mayo025_pool_M_006 & 29,37
UDN_BG_A_C_Mayo025_pool_M_006 & 3,1
UDN_BG_A_C_Mayo025_pool_M_006 & 30,35
UDN_BG_A_C_Mayo025_pool_M_006 & 31,34
UDN_BG_A_C_Mayo025_pool_M_006 & 32,36
UDN_BG_A_C_Mayo025_pool_M_006 & 33,41
UDN_BG_A_C_Mayo025_pool_M_006 & 34,41
UDN_BG_A_C_Mayo025_pool_M_006 & 35,42
UDN_BG_A_C_Mayo025_pool_M_006 & 36,38
UDN_BG_A_C_Mayo025_pool_M_006 & 37,37
UDN_BG_A_C_Mayo025_pool_M_006 & 38,38
UDN_BG_A_C_Mayo025_pool_M_006 & 39,39
UDN_BG_A_C_Mayo025_pool_M_006 & 4,1
UDN_BG_A_C_Mayo025_pool_M_006 & 40,39
UDN_BG_A_C_Mayo025_pool_M_006 & 41,41
UDN_BG_A_C_Mayo025_pool_M_006 & 42,42
UDN_BG_A_C_Mayo025_pool_M_006 & 43,42
UDN_BG_A_C_Mayo025_pool_M_006 & 44,41
UDN_BG_A_C_Mayo025_pool_M_006 & 45,41
UDN_BG_A_C_Mayo025_pool_M_006 & 46,40
UDN_BG_A_C_Mayo025_pool_M_006 & 47,37
UDN_BG_A_C_Mayo025_pool_M_006 & 48,40
UDN_BG_A_C_Mayo025_pool_M_006 & 49,48
UDN_BG_A_C_Mayo025_pool_M_006 & 5,1
UDN_BG_A_C_Mayo025_pool_M_006 & 50,50
UDN_BG_A_C_Mayo025_pool_M_006 & 51,55
UDN_BG_A_C_Mayo025_pool_M_006 & 52,54
UDN_BG_A_C_Mayo025_pool_M_006 & 53,52
UDN_BG_A_C_Mayo025_pool_M_006 & 54,56
UDN_BG_A_C_Mayo025_pool_M_006 & 55,52
UDN_BG_A_C_Mayo025_pool_M_006 & 56,53
UDN_BG_A_C_Mayo025_pool_M_006 & 57,58
UDN_BG_A_C_Mayo025_pool_M_006 & 58,71
UDN_BG_A_C_Mayo025_pool_M_006 & 59,75
UDN_BG_A_C_Mayo025_pool_M_006 & 6,1
UDN_BG_A_C_Mayo025_pool_M_006 & 60,67
UDN_BG_A_C_Mayo025_pool_M_006 & 61,67
UDN_BG_A_C_Mayo025_pool_M_006 & 62,64
UDN_BG_A_C_Mayo025_pool_M_006 & 63,61
UDN_BG_A_C_Mayo025_pool_M_006 & 64,62
UDN_BG_A_C_Mayo025_pool_M_006 & 65,65
UDN_BG_A_C_Mayo025_pool_M_006 & 66,60
UDN_BG_A_C_Mayo025_pool_M_006 & 67,57
UDN_BG_A_C_Mayo025_pool_M_006 & 68,61
UDN_BG_A_C_Mayo025_pool_M_006 & 69,67
UDN_BG_A_C_Mayo025_pool_M_006 & 7,2
UDN_BG_A_C_Mayo025_pool_M_006 & 70,68
UDN_BG_A_C_Mayo025_pool_M_006 & 71,74
UDN_BG_A_C_Mayo025_pool_M_006 & 72,68
UDN_BG_A_C_Mayo025_pool_M_006 & 73,73
UDN_BG_A_C_Mayo025_pool_M_006 & 74,67
UDN_BG_A_C_Mayo025_pool_M_006 & 75,68
UDN_BG_A_C_Mayo025_pool_M_006 & 76,84
UDN_BG_A_C_Mayo025_pool_M_006 & 77,83
UDN_BG_A_C_Mayo025_pool_M_006 & 78,88
UDN_BG_A_C_Mayo025_pool_M_006 & 79,87
UDN_BG_A_C_Mayo025_pool_M_006 & 8,2
UDN_BG_A_C_Mayo025_pool_M_006 & 80,92
UDN_BG_A_C_Mayo025_pool_M_006 & 81,92
UDN_BG_A_C_Mayo025_pool_M_006 & 82,93
UDN_BG_A_C_Mayo025_pool_M_006 & 83,95
UDN_BG_A_C_Mayo025_pool_M_006 & 84,90
UDN_BG_A_C_Mayo025_pool_M_006 & 85,98
UDN_BG_A_C_Mayo025_pool_M_006 & 86,99
UDN_BG_A_C_Mayo025_pool_M_006 & 87,102
UDN_BG_A_C_Mayo025_pool_M_006 & 88,101
UDN_BG_A_C_Mayo025_pool_M_006 & 89,101
UDN_BG_A_C_Mayo025_pool_M_006 & 9,5
UDN_BG_A_C_Mayo025_pool_M_006 & 90,100
UDN_BG_A_C_Mayo025_pool_M_006 & 91,102
UDN_BG_A_C_Mayo025_pool_M_006 & 92,99
UDN_BG_A_C_Mayo025_pool_M_006 & 93,97
UDN_BG_A_C_Mayo025_pool_M_006 & 94,98
UDN_BG_A_C_Mayo025_pool_M_006 & 95,98
UDN_BG_A_C_Mayo025_pool_M_006 & 96,95
UDN_BG_A_C_Mayo025_pool_M_006 & 97,94
UDN_BG_A_C_Mayo025_pool_M_006 & 98,93
UDN_BG_A_C_Mayo025_pool_M_006 & 99,91
UDN_BG_A_C_Mayo034_pool_M_007 & 0,1
UDN_BG_A_C_Mayo034_pool_M_007 & 1,1
UDN_BG_A_C_Mayo034_pool_M_007 & 10,9
UDN_BG_A_C_Mayo034_pool_M_007 & 100,87
UDN_BG_A_C_Mayo034_pool_M_007 & 101,82
UDN_BG_A_C_Mayo034_pool_M_007 & 102,78
UDN_BG_A_C_Mayo034_pool_M_007 & 103,80
UDN_BG_A_C_Mayo034_pool_M_007 & 104,77
UDN_BG_A_C_Mayo034_pool_M_007 & 105,75
UDN_BG_A_C_Mayo034_pool_M_007 & 106,73
UDN_BG_A_C_Mayo034_pool_M_007 & 107,73
UDN_BG_A_C_Mayo034_pool_M_007 & 108,63
UDN_BG_A_C_Mayo034_pool_M_007 & 109,55
UDN_BG_A_C_Mayo034_pool_M_007 & 11,10
UDN_BG_A_C_Mayo034_pool_M_007 & 110,53
UDN_BG_A_C_Mayo034_pool_M_007 & 111,48
UDN_BG_A_C_Mayo034_pool_M_007 & 112,47
UDN_BG_A_C_Mayo034_pool_M_007 & 113,49
UDN_BG_A_C_Mayo034_pool_M_007 & 114,50
UDN_BG_A_C_Mayo034_pool_M_007 & 115,48
UDN_BG_A_C_Mayo034_pool_M_007 & 116,46
UDN_BG_A_C_Mayo034_pool_M_007 & 117,50
UDN_BG_A_C_Mayo034_pool_M_007 & 118,54
UDN_BG_A_C_Mayo034_pool_M_007 & 119,56
