Bin,Count
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 272,56
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 273,52
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 274,49
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 275,48
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 276,49
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 277,47
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 278,47
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 279,47
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 28,35
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 280,48
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 281,49
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 282,49
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 283,48
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 284,48
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 285,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 286,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 287,38
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 288,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 289,40
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 29,35
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 290,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 291,36
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 292,35
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 293,35
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 294,35
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 295,38
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 296,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 297,32
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 298,34
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 299,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 3,1
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 30,36
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 300,34
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 301,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 302,35
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 303,35
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 304,36
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 305,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 306,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 307,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 308,31
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 309,30
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 31,41
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 310,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 311,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 312,26
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 313,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 314,26
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 315,21
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 316,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 317,16
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 318,16
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 319,10
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 32,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 320,12
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 321,12
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 322,14
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 323,15
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 324,15
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 325,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 326,21
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 327,21
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 328,23
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 329,23
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 33,38
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 330,22
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 331,22
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 332,22
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 333,24
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 334,23
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 335,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 336,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 337,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 338,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 339,29
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 34,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 340,29
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 341,28
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 342,30
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 343,29
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 344,29
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 345,34
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 346,32
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 347,29
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 348,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 349,24
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 35,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 350,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 351,23
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 352,22
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 353,17
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 354,16
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 355,11
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 356,11
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 357,10
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 358,13
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 359,13
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 36,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 360,11
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 361,12
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 362,11
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 363,15
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 364,18
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 365,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 366,18
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 367,18
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 368,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 369,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 37,41
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 370,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 371,18
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 372,16
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 373,15
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 374,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 375,21
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 376,21
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 377,20
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 378,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 379,31
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 38,40
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 380,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 381,34
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 382,36
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 383,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 384,38
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 385,39
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 386,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 387,32
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 388,33
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 389,29
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 39,43
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 390,31
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 391,30
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 392,29
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 393,30
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 394,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 395,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 396,24
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 397,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 398,30
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 399,30
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 4,2
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 40,42
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 400,28
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 401,26
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 402,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 403,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 404,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 405,29
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 406,26
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 407,23
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 408,25
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 409,27
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 41,41
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 410,24
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 411,23
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 412,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 413,19
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 414,15
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 415,14
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 416,11
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 417,9
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 418,9
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 419,12
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 42,41
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 420,16
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 421,15
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 422,14
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 423,13
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 424,11
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 425,8
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 426,10
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 427,12
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 428,12
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 429,8
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 43,42
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 430,7
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 431,8
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 432,9
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 433,9
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 434,9
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 435,8
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 436,7
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 437,10
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 438,10
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 439,10
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 44,41
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 440,11
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 441,13
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 442,9
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 443,2
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 444,4
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 445,6
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 446,4
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 45,40
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 46,42
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 47,37
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 48,37
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 49,40
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 5,2
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 50,41
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 51,42
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 52,43
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 53,44
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 54,44
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 55,46
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 56,48
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 57,48
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 58,49
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 59,45
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 6,6
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 60,47
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 61,54
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 62,55
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 63,54
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 64,54
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 65,53
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 66,55
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 67,55
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 68,56
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 69,56
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 7,8
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 70,56
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 71,56
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 72,52
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 73,52
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 74,49
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 75,55
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 76,53
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 77,54
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 78,60
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 79,64
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 8,10
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 80,71
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 81,71
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 82,72
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 83,72
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 84,74
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 85,75
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 86,70
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 87,68
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 88,71
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 89,68
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 9,12
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 90,67
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 91,67
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 92,70
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 93,70
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 94,68
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 95,71
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 96,72
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 97,71
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 98,70
UDN_Project01_U_U1_A_73119555-4543-4664-b81f-e9290fd9d172_M_015 & 99,69
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 0,1
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 1,1
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 10,23
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 100,79
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 101,83
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 102,83
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 103,87
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 104,89
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 105,88
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 106,89
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 107,92
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 108,93
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 109,94
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 11,26
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 110,90
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 111,91
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 112,89
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 113,93
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 114,92
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 115,96
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 116,99
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 117,102
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 118,101
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 119,102
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 12,26
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 120,97
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 121,98
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 122,98
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 123,101
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 124,102
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 125,105
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 126,103
UDN_Project01_U_U1_A_8831d0b8-1afd-4bb7-818f-b9883d53abdb_M_027 & 127,100
